 Target | All Node Timing - Unsorted | Early Break Timing - Unsorted | All Node Timing - PQ | Early Break Timing - PQ
(379, 379) | 8.375461780000478 | 2.79712589099654| 27.863480558000447 | 9.38718310099648
(380, 380) | 8.202658848000283 | 2.883598519998486| 27.89554806999513 | 9.411887448004563
(381, 381) | 8.158308869002212 | 2.8728273050001008| 27.768711313001404 | 9.797949578001862
(382, 382) | 8.32577213600598 | 2.845166965998942| 27.96077917799994 | 9.784300990999327
(383, 383) | 8.09444876100315 | 3.02761253999779| 27.7240082740027 | 9.923994755998137
(384, 384) | 8.152631115000986 | 3.071677672996884| 27.810342156000843 | 10.316237719998753
(385, 385) | 8.285370799996599 | 3.027545843004191| 27.949376745003974 | 10.239542693998374
(386, 386) | 8.178876731995842 | 3.1211808630032465| 27.914959285000805 | 10.916550913003448
(387, 387) | 8.144143641999108 | 3.2174335540039465| 27.9767108369997 | 10.822364430998277
(388, 388) | 8.154157059005229 | 3.4283299899980193| 27.727246506001393 | 11.810509818002174
(389, 389) | 8.070544994996453 | 3.3312428170029307| 28.01129112199851 | 11.60993726599554
(390, 390) | 8.179368438002712 | 3.3973262229992542| 27.959304541000165 | 11.658414093995816
(391, 391) | 8.20597081699816 | 3.4205040259985253| 27.771898674000113 | 11.570391490997281
(392, 392) | 8.112670581002021 | 3.42359116699663| 27.801408971994533 | 11.644034255004954
(393, 393) | 8.188114256998233 | 3.637295884997002| 27.874969616997987 | 12.295090735002304
(394, 394) | 8.074342142994283 | 3.6608537979991524| 28.159861209001974 | 12.775863423004921
(395, 395) | 8.089393563001067 | 3.7482331520004664| 28.03939277400059 | 13.0380889559965
(396, 396) | 8.10712990599859 | 3.82273475099646| 28.493254333996447 | 12.961996382000507
(397, 397) | 8.184643927997968 | 3.9704461860019364| 27.880692942002497 | 13.577439913002308
(398, 398) | 8.127088691995596 | 4.178007046000857| 28.11147866099782 | 14.0060191770026
(399, 399) | 8.078608728996187 | 4.2157777169995825| 28.03790245900018 | 14.560758439998608
(400, 400) | 8.167997040996852 | 4.211008872000093| 28.037500562000787 | 14.296377148006286
(401, 401) | 8.338703581997834 | 4.339295083998877| 27.655427404002694 | 14.883639243998914
(402, 402) | 8.126507027998741 | 4.427395209000679| 28.24271087499801 | 15.319867885002168
(403, 403) | 8.224217406001117 | 4.448837135001668| 28.134834768003202 | 15.281823039003939
(404, 404) | 8.15885507799976 | 4.459342378999281| 27.935650164996332 | 15.713119884996559
(405, 405) | 8.183410366000317 | 4.5940047559997765| 27.74068270999851 | 15.929249314998742
(406, 406) | 8.187691532999452 | 4.754318257997511| 27.9231762490017 | 16.58332181899459
(407, 407) | 8.199660256999778 | 4.8304899300055695| 27.83164049199695 | 16.844660365997697
(408, 408) | 8.2241728959998 | 5.083611398003995| 27.78636064399325 | 17.290560809000453
(409, 409) | 8.21027158400102 | 5.1409361050027655| 27.551851830001397 | 17.46861748599622
(410, 410) | 8.211580224997306 | 5.231506969001202| 27.68358200199873 | 17.8765309839946
(411, 411) | 8.194985267000447 | 5.259099445996981| 27.731682033998368 | 18.312873245005903
(412, 412) | 8.135092999997141 | 5.416350392006279| 27.77052116500272 | 18.864394021999033
(413, 413) | 8.16600892200222 | 5.541291641995485| 27.73063813200133 | 18.835333515999082
(414, 414) | 8.509488549003436 | 5.545157613996707| 28.304299759998685 | 19.063144436993753
(415, 415) | 8.264769182998862 | 5.550576542002091| 27.850218131003203 | 19.35391200199956
(416, 416) | 8.140295195997169 | 5.552816587995039| 27.86289759200008 | 18.96257813400007
(417, 417) | 8.273766676000378 | 5.627545005001593| 28.071025405995897 | 19.336000832001446
(418, 418) | 8.049349861998053 | 5.974756511997839| 27.98283639299916 | 20.326947218003625
(419, 419) | 8.20077560700156 | 6.025110066002526| 27.948207358997024 | 20.541893681001966
(420, 420) | 8.077334653004073 | 6.171246184996562| 27.62622081799782 | 21.64485111599788
(421, 421) | 8.147150964003231 | 6.359790736998548| 27.85713583100005 | 21.89976455699798
(422, 422) | 8.09303826699761 | 6.308924441000272| 28.00506906100054 | 21.779997194003954
(423, 423) | 8.081362575998355 | 6.384820603998378| 27.843529983001645 | 22.17898676400364
(424, 424) | 8.096506481000688 | 6.640815850994841| 27.98809348099894 | 23.28280928300228
(425, 425) | 8.140250397002092 | 6.749258415999066| 28.001238468001247 | 23.524074278997432
(426, 426) | 8.17043602099875 | 6.715868873005093| 28.21803709199594 | 23.589471921004588
(427, 427) | 8.13799102199846 | 6.845877505998942| 28.403207971001393 | 23.826502743002493
(428, 428) | 8.11826040699816 | 6.993695281998953| 28.622906014003092 | 24.471467812996707
(429, 429) | 8.197611832001712 | 6.952202291999129| 28.099406052999257 | 24.647913592001714
(430, 430) | 8.22012658300082 | 7.1318357339987415| 27.638814264995744 | 24.701730676999432
(431, 431) | 8.11700532100076 | 7.0860409020024235| 28.008309543001815 | 24.64659734399902
(432, 432) | 8.227536678001343 | 7.141851602005772| 27.946546734994627 | 24.903109344995755
(433, 433) | 8.08121863600536 | 7.253308662002382| 27.885955719997582 | 25.175884491000033
(434, 434) | 8.137974563003809 | 7.435991461999947| 27.921102926004096 | 25.554459474005853
(435, 435) | 8.114863464004884 | 7.4605267950028065| 27.594149122996896 | 25.579279728000984
(436, 436) | 8.152560210000956 | 7.331370398998843| 27.80611959300586 | 25.331840495004144
(437, 437) | 8.15235836699867 | 7.44053318999795| 28.053694726004323 | 25.848228353002924
(438, 438) | 8.09165028600546 | 7.4834173130002455| 28.518877165995946 | 26.436730189001537
(439, 439) | 8.125910328002647 | 7.521364621999965| 27.986121137997543 | 27.05127445799735
(440, 440) | 8.130034134999732 | 7.512251564003236| 28.128016155002115 | 26.39571377300308
(441, 441) | 8.36458042400045 | 7.5513862739971955| 27.798886814998696 | 26.265017095000076
(442, 442) | 8.080580904003 | 7.561476079004933| 27.87888820799708 | 26.19748503399751
(443, 443) | 8.175975181999092 | 7.597977368997817| 27.865926667000167 | 26.59777936899627
(444, 444) | 8.082207425002707 | 7.66124819599645| 27.787980549001077 | 26.55019945299864
(445, 445) | 8.146219846996246 | 7.6157457689987496| 28.824798279994866 | 26.790056573001493
(446, 446) | 8.33759953900153 | 7.61688441199658| 27.842261253004835 | 27.08209689299838
(447, 447) | 8.067691327996727 | 7.644323961998452| 27.734970083001826 | 26.917588845004502
(448, 448) | 8.138717457004532 | 7.760035913997854| 28.839683871003217 | 26.93134094800189
(449, 449) | 8.096443952999834 | 7.774643732998811| 27.937027304004005 | 27.546415407996392
(450, 450) | 8.173592377002933 | 7.731704242993146| 28.2814218870044 | 27.112554164996254
(451, 451) | 8.075533729002927 | 7.801342291997571| 27.85233671300375 | 27.12298361199646
(452, 452) | 8.152306135998515 | 7.75105195800279| 28.36760218699783 | 27.177969561998907
(453, 453) | 8.111035592002736 | 7.96660963800241| 27.745948625000892 | 27.42897617699782
(454, 454) | 8.121389315005217 | 7.815135374003148| 28.18724700799794 | 27.49575731100049
(455, 455) | 8.103316119995725 | 7.871008296002401| 27.920011641006568 | 27.29082043100061
(456, 456) | 8.480196060998423 | 8.105059362002066| 28.32980693999707 | 28.040028007999354
(457, 457) | 8.343517542001791 | 8.117746496005566| 28.19278752399987 | 27.57825962000061
(458, 458) | 8.131627211005252 | 7.9853137399986736| 28.01250559899927 | 27.595066839996434
(459, 459) | 8.194100201995752 | 7.889829879997706| 28.354160005997983 | 27.553357632998086
(460, 460) | 8.181943618998048 | 7.921401684994635| 27.938730656998814 | 27.457423456995457
(461, 461) | 8.117812866999884 | 7.978001351002604| 27.87062606299878 | 27.778605280000193
(462, 462) | 8.144255376995716 | 8.00213940100366| 28.008106788001896 | 27.63592304100166
(463, 463) | 8.064605305997247 | 7.989923342000111| 28.381449402993894 | 27.610143612000684
(464, 464) | 8.092528396999114 | 7.920045450999169| 27.981965150996984 | 28.25918814200122
(465, 465) | 8.258424553001532 | 7.878602921002312| 27.709032429003855 | 27.55904558600014
(466, 466) | 8.166930707004212 | 7.943610360001912| 28.416496867001115 | 27.879096475997358
(467, 467) | 8.082468262000475 | 8.021227637000266| 27.826729334003176 | 28.26369471599901
(468, 468) | 8.151748248004878 | 7.948747476002609| 28.19596190500306 | 27.834065867005847
(469, 469) | 8.120510843000375 | 8.005735823993746| 28.61735046400281 | 27.794541181996465
(470, 470) | 8.307595726997533 | 7.971076816000277| 27.7810667119993 | 28.07081043900689
(471, 471) | 8.15851244499936 | 7.98780239700136| 27.896155695001653 | 27.881710784997267
(472, 472) | 8.113592122004775 | 8.028214041994943| 27.990408568999555 | 27.60980139199819
(473, 473) | 8.182943986001192 | 7.976755885996681| 28.049884842999745 | 27.843894074001582
(474, 474) | 8.164223055006005 | 8.030117825997877| 27.906601549999323 | 27.93456426699413
(475, 475) | 8.067831446998753 | 8.073533075999876| 27.456098448994453 | 27.663673107999784
(476, 476) | 8.142794553001295 | 7.985784135002177| 28.03282706200116 | 28.181272561996593
(477, 477) | 8.14001309699961 | 8.054221418002271| 28.992453087004833 | 28.111162321998563
(478, 478) | 8.080500083000516 | 8.117058519004786| 27.75228110000171 | 28.478876129003766
(479, 479) | 8.131689080997603 | 8.022649266000371| 28.38976855600049 | 28.132811545998266
(480, 480) | 8.10939326499647 | 8.08212192600331| 27.970710325003893 | 28.777084949004347
(481, 481) | 8.155333807000716 | 8.036795086998609| 28.098230572999455 | 28.095144393999362
(482, 482) | 8.176641138001287 | 8.081601700003375| 28.646220943002845 | 28.022282767000434
(483, 483) | 8.098102691001259 | 8.103813210997032| 27.61029568199592 | 28.280755462001252
(484, 484) | 8.157155084001715 | 8.071295692003332| 28.477170720005233 | 28.13836500099569
(485, 485) | 8.161845059003099 | 8.190973754004517| 27.70991841099749 | 28.11200515300152
(486, 486) | 8.25235224700009 | 8.069833183995797| 28.20170875400072 | 28.036522900001728
(487, 487) | 8.146247965996736 | 8.038509815996804| 28.10338237700489 | 27.729059026998584
(488, 488) | 8.149893743000575 | 8.090254983995692| 27.896749927997007 | 28.15804420600034
(489, 489) | 8.094937601999845 | 8.07182629199815| 28.142468441998062 | 28.262816214999475
(490, 490) | 8.129509084996243 | 8.018620811999426| 28.015820194996195 | 27.935045799000363
(491, 491) | 8.149521439001546 | 8.049458847999631| 28.001839231001213 | 28.093740159994923
(492, 492) | 8.085656258001109 | 8.102494471000682| 27.798860624003282 | 27.76871967099578
(493, 493) | 8.243959132007149 | 7.9988915150024695| 27.672659900003055 | 27.96136965700134
(494, 494) | 8.144679609999002 | 8.047909893000906| 27.90357639799913 | 28.099172998998256
(495, 495) | 8.052300182003819 | 8.118551570005366| 27.84998967700085 | 27.852702084004704
(496, 496) | 8.105460127000697 | 8.050311849998252| 27.81847492799716 | 27.93187897099415
(497, 497) | 8.26321838900185 | 7.971707138996862| 27.8286097780001 | 28.258059444000537
(498, 498) | 8.16034870599833 | 8.148037590995955| 28.408283232995018 | 27.94453654999961
(499, 499) | 8.095749132997298 | 8.131446032995882| 27.738155826002185 | 28.16643774399563
(500, 500) | 8.169710845002555 | 8.056230210000649| 28.09334703499917 | 27.813019292996614
